fecha=2021-01-01, casosComunidad=2018, hombres=943, mujeres=1075, casosAlicante=805, casosCastellon=183, casosValencia=1030
fecha=2021-01-02, casosComunidad=2532, hombres=1233, mujeres=1299, casosAlicante=980, casosCastellon=279, casosValencia=1273
fecha=2021-01-03, casosComunidad=2387, hombres=1142, mujeres=1245, casosAlicante=1042, casosCastellon=254, casosValencia=1091
fecha=2021-01-04, casosComunidad=3994, hombres=1955, mujeres=2039, casosAlicante=1660, casosCastellon=409, casosValencia=1925
fecha=2021-01-05, casosComunidad=5991, hombres=2822, mujeres=3169, casosAlicante=2251, casosCastellon=516, casosValencia=3224
fecha=2021-01-06, casosComunidad=3974, hombres=1901, mujeres=2073, casosAlicante=1520, casosCastellon=443, casosValencia=2011
fecha=2021-01-07, casosComunidad=5254, hombres=2575, mujeres=2679, casosAlicante=2207, casosCastellon=499, casosValencia=2548
fecha=2021-01-08, casosComunidad=6872, hombres=3360, mujeres=3512, casosAlicante=2559, casosCastellon=620, casosValencia=3693
fecha=2021-01-09, casosComunidad=5643, hombres=2632, mujeres=3011, casosAlicante=2363, casosCastellon=549, casosValencia=2731
fecha=2021-01-10, casosComunidad=3519, hombres=1686, mujeres=1833, casosAlicante=1454, casosCastellon=292, casosValencia=1773
fecha=2021-01-11, casosComunidad=6287, hombres=3050, mujeres=3237, casosAlicante=2947, casosCastellon=552, casosValencia=2788
fecha=2021-01-12, casosComunidad=8213, hombres=3877, mujeres=4336, casosAlicante=3219, casosCastellon=767, casosValencia=4227
fecha=2021-01-13, casosComunidad=8237, hombres=3938, mujeres=4299, casosAlicante=3335, casosCastellon=784, casosValencia=4118
fecha=2021-01-14, casosComunidad=8198, hombres=3905, mujeres=4293, casosAlicante=3392, casosCastellon=799, casosValencia=4007
fecha=2021-01-15, casosComunidad=9673, hombres=4549, mujeres=5124, casosAlicante=4189, casosCastellon=1054, casosValencia=4430
fecha=2021-01-16, casosComunidad=6272, hombres=3031, mujeres=3241, casosAlicante=2510, casosCastellon=508, casosValencia=3254
fecha=2021-01-17, casosComunidad=4782, hombres=2403, mujeres=2379, casosAlicante=2173, casosCastellon=450, casosValencia=2159
fecha=2021-01-18, casosComunidad=6520, hombres=3179, mujeres=3341, casosAlicante=2804, casosCastellon=742, casosValencia=2974
fecha=2021-01-19, casosComunidad=8166, hombres=3919, mujeres=4247, casosAlicante=3491, casosCastellon=664, casosValencia=4011
fecha=2021-01-20, casosComunidad=8372, hombres=3931, mujeres=4441, casosAlicante=3415, casosCastellon=987, casosValencia=3970
fecha=2021-01-21, casosComunidad=8517, hombres=4114, mujeres=4403, casosAlicante=3648, casosCastellon=853, casosValencia=4016
